,Device_Type,Order_Date,Monthly_Demand,Lead_Time,Stock_Level
657,Therapeutic,2019-11-09,776,14,823
658,Monitoring,2019-11-10,748,27,787
659,Diagnostic,2019-11-10,793,7,816
660,Diagnostic,2019-11-11,790,21,817
661,Surgical,2019-11-11,773,25,819
662,Surgical,2019-11-12,829,6,880
663,Monitoring,2019-11-12,759,21,813
664,Therapeutic,2019-11-13,698,15,747
665,Diagnostic,2019-11-14,874,3,911
666,Diagnostic,2019-11-16,802,10,855
667,Diagnostic,2019-11-16,784,28,829
668,Therapeutic,2019-11-18,815,5,836
669,Surgical,2019-11-19,847,11,906
670,Surgical,2019-11-21,745,28,761
671,Surgical,2019-11-21,803,28,820
672,Diagnostic,2019-11-22,766,17,821
673,Therapeutic,2019-11-25,776,4,791
674,Monitoring,2019-11-25,759,3,811
675,Surgical,2019-11-26,791,15,819
676,Monitoring,2019-12-02,859,5,893
677,Monitoring,2019-12-02,679,16,706
678,Monitoring,2019-12-02,815,20,843
679,Surgical,2019-12-03,754,14,801
680,Therapeutic,2019-12-04,901,17,920
681,Therapeutic,2019-12-05,824,24,863
682,Therapeutic,2019-12-05,772,17,832
683,Diagnostic,2019-12-05,789,17,824
684,Monitoring,2019-12-05,830,19,877
685,Surgical,2019-12-06,819,28,861
686,Therapeutic,2019-12-06,787,7,816
687,Therapeutic,2019-12-08,847,13,878
688,Surgical,2019-12-11,746,20,802
689,Therapeutic,2019-12-11,823,20,885
690,Therapeutic,2019-12-12,762,11,791
691,Diagnostic,2019-12-12,785,5,836
692,Monitoring,2019-12-13,746,16,764
693,Diagnostic,2019-12-14,731,4,769
694,Diagnostic,2019-12-14,796,20,834
695,Monitoring,2019-12-14,819,21,848
696,Diagnostic,2019-12-15,768,7,804
697,Therapeutic,2019-12-15,819,25,842
698,Therapeutic,2019-12-15,828,23,858
699,Therapeutic,2019-12-18,812,26,859
700,Therapeutic,2019-12-18,837,12,865
701,Monitoring,2019-12-18,785,3,824
702,Surgical,2019-12-19,839,3,862
703,Surgical,2019-12-21,884,12,911
704,Surgical,2019-12-23,857,11,908
705,Surgical,2019-12-23,820,21,878
706,Diagnostic,2019-12-24,872,14,938
707,Therapeutic,2019-12-24,872,9,895
708,Diagnostic,2019-12-24,857,29,882
709,Therapeutic,2019-12-24,837,26,890
710,Monitoring,2019-12-25,832,18,880
711,Monitoring,2019-12-25,793,7,854
712,Surgical,2019-12-25,846,12,871
713,Therapeutic,2019-12-28,911,17,977
714,Therapeutic,2019-12-28,722,26,761
715,Surgical,2019-12-28,816,8,879
716,Monitoring,2019-12-29,860,27,892
717,Diagnostic,2020-01-01,823,17,840
718,Monitoring,2020-01-01,982,19,1019
719,Monitoring,2020-01-01,861,7,915
720,Diagnostic,2020-01-02,910,6,961
721,Diagnostic,2020-01-03,772,18,820
722,Surgical,2020-01-05,891,11,959
723,Therapeutic,2020-01-08,765,14,817
724,Monitoring,2020-01-08,852,3,882
725,Therapeutic,2020-01-08,924,5,958
726,Surgical,2020-01-10,838,20,866
727,Therapeutic,2020-01-11,846,25,877
728,Monitoring,2020-01-11,744,29,776
729,Surgical,2020-01-14,907,7,977
730,Diagnostic,2020-01-14,760,9,787
731,Therapeutic,2020-01-16,893,14,914
732,Surgical,2020-01-16,857,6,913
733,Monitoring,2020-01-18,825,7,847
734,Monitoring,2020-01-18,823,25,873
735,Therapeutic,2020-01-19,949,3,999
736,Monitoring,2020-01-20,841,3,899
737,Surgical,2020-01-21,881,11,899
738,Therapeutic,2020-01-22,829,5,852
739,Therapeutic,2020-01-23,871,20,903
740,Surgical,2020-01-24,806,8,824
741,Diagnostic,2020-01-24,847,3,887
742,Surgical,2020-01-25,746,20,805
743,Monitoring,2020-01-25,886,24,909
744,Monitoring,2020-01-25,949,20,1008
745,Therapeutic,2020-01-25,859,19,895
746,Therapeutic,2020-01-26,822,24,845
747,Surgical,2020-01-26,880,17,925
748,Diagnostic,2020-01-26,786,22,822
749,Therapeutic,2020-01-27,851,7,918
750,Monitoring,2020-01-27,945,29,983
751,Diagnostic,2020-01-28,922,22,943
752,Diagnostic,2020-01-29,837,14,897
753,Diagnostic,2020-01-30,997,26,1064
754,Diagnostic,2020-01-30,943,22,1002
755,Therapeutic,2020-01-31,943,7,1018
756,Diagnostic,2020-01-31,826,16,880
757,Monitoring,2020-02-01,978,25,1007
758,Therapeutic,2020-02-01,951,28,1024
759,Therapeutic,2020-02-01,850,11,911
760,Diagnostic,2020-02-02,796,28,825
761,Therapeutic,2020-02-03,911,5,932
762,Surgical,2020-02-04,1037,15,1062
763,Diagnostic,2020-02-05,920,25,962
764,Surgical,2020-02-06,946,26,976
765,Surgical,2020-02-07,855,9,911
766,Surgical,2020-02-08,892,13,961
767,Therapeutic,2020-02-08,899,27,953
768,Therapeutic,2020-02-09,938,25,1012
769,Surgical,2020-02-09,850,15,903
770,Monitoring,2020-02-10,773,11,803
771,Surgical,2020-02-10,947,7,998
772,Therapeutic,2020-02-11,909,12,960
773,Surgical,2020-02-12,926,4,977
774,Therapeutic,2020-02-13,841,27,901
775,Monitoring,2020-02-13,865,26,927
776,Therapeutic,2020-02-13,1024,21,1060
777,Diagnostic,2020-02-14,1006,9,1068
778,Therapeutic,2020-02-14,887,22,951
779,Monitoring,2020-02-14,900,13,967
780,Monitoring,2020-02-17,892,14,938
781,Monitoring,2020-02-17,902,7,932
782,Surgical,2020-02-19,889,8,913
783,Monitoring,2020-02-20,912,15,983
784,Monitoring,2020-02-21,901,6,956
785,Diagnostic,2020-02-22,905,8,969
786,Diagnostic,2020-02-22,871,26,933
787,Therapeutic,2020-02-23,958,14,1003
788,Monitoring,2020-02-23,931,18,981
789,Diagnostic,2020-02-24,945,3,1009
790,Monitoring,2020-02-24,916,6,975
791,Diagnostic,2020-02-25,1015,16,1061
792,Diagnostic,2020-02-28,921,8,990
793,Monitoring,2020-02-28,893,25,940
794,Monitoring,2020-02-29,988,29,1007
795,Diagnostic,2020-02-29,900,29,923
796,Diagnostic,2020-03-02,974,10,1019
797,Surgical,2020-03-03,977,25,1013
798,Therapeutic,2020-03-04,923,6,981
799,Therapeutic,2020-03-04,1079,22,1102
800,Surgical,2020-03-04,938,25,992
801,Therapeutic,2020-03-05,963,27,1012
802,Monitoring,2020-03-07,957,14,978
803,Therapeutic,2020-03-08,915,20,942
804,Therapeutic,2020-03-08,933,27,995
805,Surgical,2020-03-09,999,18,1050
806,Therapeutic,2020-03-09,1042,9,1064
807,Therapeutic,2020-03-10,836,4,895
808,Monitoring,2020-03-11,958,5,1026
809,Surgical,2020-03-11,980,5,1049
810,Monitoring,2020-03-12,900,27,924
811,Therapeutic,2020-03-13,925,13,949
812,Surgical,2020-03-15,1029,19,1073
813,Surgical,2020-03-15,961,20,1009
814,Monitoring,2020-03-15,934,17,974
815,Surgical,2020-03-16,986,7,1049
816,Therapeutic,2020-03-19,1003,10,1055
817,Therapeutic,2020-03-20,1066,20,1091
818,Surgical,2020-03-21,972,15,1005
819,Surgical,2020-03-22,906,7,926
820,Surgical,2020-03-24,905,19,959
821,Surgical,2020-03-25,937,12,961
822,Monitoring,2020-03-25,1001,11,1026
823,Surgical,2020-03-26,1042,7,1096
824,Diagnostic,2020-03-26,837,6,890
825,Surgical,2020-03-26,923,8,951
826,Diagnostic,2020-03-26,828,7,890
827,Therapeutic,2020-03-26,997,16,1060
828,Monitoring,2020-03-29,875,9,895
829,Surgical,2020-03-29,925,8,998
830,Therapeutic,2020-03-29,1038,5,1119
831,Monitoring,2020-04-01,941,21,959
832,Therapeutic,2020-04-02,879,20,945
833,Surgical,2020-04-03,924,22,950
834,Diagnostic,2020-04-04,977,3,1000
835,Surgical,2020-04-05,921,3,973
836,Surgical,2020-04-05,1032,13,1057
837,Surgical,2020-04-07,1008,27,1040
838,Therapeutic,2020-04-07,1004,14,1074
839,Surgical,2020-04-10,930,20,984
840,Therapeutic,2020-04-11,1071,7,1113
841,Diagnostic,2020-04-12,874,3,919
842,Diagnostic,2020-04-12,973,14,1049
843,Monitoring,2020-04-14,944,21,997
844,Therapeutic,2020-04-14,972,25,1031
845,Monitoring,2020-04-15,1013,20,1059
846,Monitoring,2020-04-17,967,15,1016
847,Monitoring,2020-04-18,868,19,917
848,Monitoring,2020-04-19,1029,29,1090
849,Monitoring,2020-04-19,891,18,911
850,Surgical,2020-04-20,1000,14,1079
851,Therapeutic,2020-04-22,927,11,1000
852,Diagnostic,2020-04-25,959,18,1004
853,Diagnostic,2020-04-25,930,10,977
854,Monitoring,2020-04-25,889,11,944
855,Surgical,2020-04-27,966,10,997
856,Monitoring,2020-04-27,922,17,954
857,Therapeutic,2020-04-28,941,19,977
858,Diagnostic,2020-04-28,1015,7,1054
859,Diagnostic,2020-04-29,963,28,1002
860,Therapeutic,2020-04-30,996,3,1039
861,Therapeutic,2020-05-07,980,5,1044
862,Diagnostic,2020-05-08,1037,8,1067
863,Diagnostic,2020-05-08,885,21,922
864,Diagnostic,2020-05-11,1043,15,1120
865,Therapeutic,2020-05-13,950,17,997
866,Therapeutic,2020-05-13,844,27,875
867,Therapeutic,2020-05-14,1061,15,1083
868,Diagnostic,2020-05-14,923,19,979
869,Therapeutic,2020-05-15,941,16,982
870,Therapeutic,2020-05-15,911,6,939
871,Monitoring,2020-05-17,923,9,993
872,Monitoring,2020-05-18,963,9,995
873,Diagnostic,2020-05-18,1033,3,1081
874,Diagnostic,2020-05-19,1041,26,1062
875,Surgical,2020-05-19,880,19,901
876,Therapeutic,2020-05-19,1029,9,1107
877,Monitoring,2020-05-20,975,10,1002
878,Diagnostic,2020-05-20,995,8,1019
879,Surgical,2020-05-20,1048,12,1110
880,Diagnostic,2020-05-21,985,9,1063
881,Diagnostic,2020-05-22,963,23,983
882,Therapeutic,2020-05-23,914,23,977
883,Surgical,2020-05-24,968,14,1039
884,Diagnostic,2020-05-27,985,26,1052
885,Monitoring,2020-05-27,975,22,1034
886,Therapeutic,2020-05-27,1048,18,1112
887,Monitoring,2020-05-29,1001,20,1040
888,Therapeutic,2020-05-29,1074,3,1135
889,Monitoring,2020-05-30,908,22,927
890,Diagnostic,2020-05-31,935,25,983
891,Monitoring,2020-06-01,927,16,974
892,Monitoring,2020-06-02,1008,5,1066
893,Surgical,2020-06-04,943,18,974
894,Surgical,2020-06-04,926,8,982
895,Therapeutic,2020-06-05,920,20,949
896,Monitoring,2020-06-05,972,17,996
897,Therapeutic,2020-06-08,985,24,1037
898,Diagnostic,2020-06-08,995,14,1046
899,Therapeutic,2020-06-08,983,15,1028
900,Surgical,2020-06-08,873,29,896
901,Monitoring,2020-06-09,1004,17,1032
902,Surgical,2020-06-11,884,24,941
903,Diagnostic,2020-06-11,1020,16,1101
904,Therapeutic,2020-06-14,920,3,939
905,Diagnostic,2020-06-16,1045,25,1081
906,Therapeutic,2020-06-20,996,6,1031
907,Surgical,2020-06-22,873,21,934
908,Diagnostic,2020-06-23,919,16,962
909,Therapeutic,2020-06-25,943,29,1007
910,Therapeutic,2020-06-25,1020,17,1080
911,Diagnostic,2020-06-27,1033,19,1061
912,Surgical,2020-06-27,926,25,979
913,Surgical,2020-06-28,931,22,988
914,Surgical,2020-06-28,954,12,994
915,Monitoring,2020-06-29,988,21,1023
916,Monitoring,2020-06-29,1024,27,1094
917,Therapeutic,2020-07-01,935,24,1008
918,Monitoring,2020-07-03,843,21,882
919,Monitoring,2020-07-05,1006,11,1042
920,Diagnostic,2020-07-05,939,4,978
921,Surgical,2020-07-07,1005,23,1045
922,Surgical,2020-07-08,966,8,1030
923,Therapeutic,2020-07-09,987,14,1017
924,Surgical,2020-07-11,862,4,910
925,Therapeutic,2020-07-11,946,20,1013
926,Monitoring,2020-07-11,930,29,984
927,Diagnostic,2020-07-12,1090,14,1136
928,Diagnostic,2020-07-12,910,16,972
929,Diagnostic,2020-07-14,925,11,978
930,Surgical,2020-07-15,901,13,957
931,Diagnostic,2020-07-18,1000,4,1058
932,Monitoring,2020-07-18,930,29,951
933,Diagnostic,2020-07-19,903,27,956
934,Therapeutic,2020-07-21,1052,13,1130
935,Therapeutic,2020-07-21,976,22,1049
936,Diagnostic,2020-07-22,1081,15,1109
937,Monitoring,2020-07-23,968,13,1032
938,Surgical,2020-07-26,960,5,1015
939,Monitoring,2020-07-27,1002,13,1032
940,Diagnostic,2020-07-27,968,17,1040
941,Surgical,2020-07-27,1023,16,1082
942,Diagnostic,2020-07-28,933,22,1000
943,Monitoring,2020-07-29,941,9,966
944,Monitoring,2020-07-30,904,4,948
945,Diagnostic,2020-07-30,878,26,904
946,Therapeutic,2020-07-31,973,13,993
947,Therapeutic,2020-07-31,923,14,965
948,Surgical,2020-08-01,1010,12,1054
949,Surgical,2020-08-02,874,7,926
950,Diagnostic,2020-08-02,919,23,952
951,Therapeutic,2020-08-02,1040,24,1091
952,Monitoring,2020-08-04,1006,16,1028
953,Diagnostic,2020-08-05,870,19,928
954,Surgical,2020-08-05,947,7,982
955,Surgical,2020-08-05,905,28,925
956,Diagnostic,2020-08-05,866,7,926
957,Surgical,2020-08-05,896,8,925
958,Diagnostic,2020-08-05,954,12,974
959,Diagnostic,2020-08-06,890,24,914
960,Therapeutic,2020-08-06,995,21,1066
961,Monitoring,2020-08-07,972,10,1008
962,Monitoring,2020-08-07,945,4,972
963,Surgical,2020-08-07,989,11,1056
964,Therapeutic,2020-08-07,935,11,1000
965,Surgical,2020-08-07,961,13,980
966,Diagnostic,2020-08-08,972,18,1016
967,Diagnostic,2020-08-09,929,12,986
968,Diagnostic,2020-08-09,951,26,998
969,Diagnostic,2020-08-10,964,16,1019
970,Monitoring,2020-08-10,925,19,951
971,Diagnostic,2020-08-12,967,28,1026
972,Monitoring,2020-08-12,925,9,971
973,Monitoring,2020-08-15,906,20,947
974,Surgical,2020-08-16,866,21,895
975,Therapeutic,2020-08-16,963,3,1007
976,Surgical,2020-08-19,1016,7,1065
977,Therapeutic,2020-08-22,860,17,916
978,Monitoring,2020-08-23,862,3,926
979,Monitoring,2020-08-23,935,5,969
980,Therapeutic,2020-08-24,892,12,915
981,Therapeutic,2020-08-24,935,22,991
982,Diagnostic,2020-08-24,878,25,912
983,Diagnostic,2020-08-25,1038,18,1063
984,Surgical,2020-08-26,968,5,1023
985,Monitoring,2020-08-26,924,24,966
986,Monitoring,2020-08-26,969,28,1005
987,Surgical,2020-08-26,888,15,914
988,Monitoring,2020-08-26,913,6,933
989,Diagnostic,2020-08-27,992,3,1028
990,Monitoring,2020-08-27,992,27,1023
991,Surgical,2020-08-30,987,16,1020
992,Diagnostic,2020-08-31,913,29,966
993,Monitoring,2020-08-31,954,11,999
994,Surgical,2020-09-01,967,9,1011
995,Monitoring,2020-09-01,928,26,957
996,Therapeutic,2020-09-01,933,3,989
997,Therapeutic,2020-09-02,969,19,1033
998,Surgical,2020-09-03,940,11,995
999,Surgical,2020-09-03,1004,15,1042
1000,Diagnostic,2020-09-05,940,11,986
1001,Surgical,2020-09-06,994,20,1066
1002,Therapeutic,2020-09-08,1008,18,1045
1003,Surgical,2020-09-09,1008,19,1046
1004,Surgical,2020-09-12,905,22,969
1005,Surgical,2020-09-13,1015,22,1059
1006,Therapeutic,2020-09-13,919,17,943
1007,Diagnostic,2020-09-14,975,7,1001
1008,Therapeutic,2020-09-14,965,23,1006
1009,Therapeutic,2020-09-15,951,8,1011
1010,Therapeutic,2020-09-16,983,29,1017
1011,Monitoring,2020-09-16,1022,27,1061
1012,Diagnostic,2020-09-17,916,3,957
1013,Surgical,2020-09-17,886,17,953
1014,Surgical,2020-09-18,955,15,987
1015,Surgical,2020-09-19,924,20,994
1016,Surgical,2020-09-19,988,25,1026
1017,Surgical,2020-09-21,1026,9,1066
1018,Monitoring,2020-09-24,986,10,1052
1019,Monitoring,2020-09-24,974,16,1011
1020,Monitoring,2020-09-25,1030,19,1067
1021,Surgical,2020-09-26,978,13,1044
1022,Surgical,2020-09-27,906,22,969
1023,Diagnostic,2020-09-29,1011,28,1034
1024,Monitoring,2020-09-30,1020,29,1074
1025,Surgical,2020-09-30,991,19,1048
1026,Surgical,2020-10-01,968,6,1005
1027,Surgical,2020-10-01,994,10,1019
1028,Monitoring,2020-10-02,965,8,989
1029,Therapeutic,2020-10-04,1161,25,1186
1030,Monitoring,2020-10-04,1001,20,1048
1031,Surgical,2020-10-05,903,18,958
1032,Monitoring,2020-10-06,960,6,1000
1033,Therapeutic,2020-10-07,1089,25,1135
1034,Therapeutic,2020-10-10,895,15,946
1035,Diagnostic,2020-10-11,896,7,927
1036,Monitoring,2020-10-13,1023,10,1052
1037,Diagnostic,2020-10-14,968,28,1020
1038,Diagnostic,2020-10-14,993,16,1054
1039,Surgical,2020-10-15,967,17,986
1040,Diagnostic,2020-10-15,1041,10,1062
1041,Therapeutic,2020-10-16,1077,22,1145
1042,Monitoring,2020-10-16,926,15,997
1043,Therapeutic,2020-10-19,910,15,960
1044,Monitoring,2020-10-21,1034,19,1096
1045,Diagnostic,2020-10-21,1050,18,1116
1046,Diagnostic,2020-10-22,1022,19,1050
1047,Surgical,2020-10-22,1102,16,1175
1048,Therapeutic,2020-10-25,985,14,1031
1049,Monitoring,2020-10-25,972,29,1005
1050,Diagnostic,2020-10-27,942,3,1007
1051,Therapeutic,2020-10-27,987,14,1031
1052,Monitoring,2020-10-28,914,22,976
1053,Monitoring,2020-10-28,1047,15,1119
1054,Therapeutic,2020-10-29,944,5,971
1055,Therapeutic,2020-10-29,1057,21,1099
1056,Diagnostic,2020-10-30,1000,6,1034
1057,Therapeutic,2020-11-02,968,16,1029
1058,Therapeutic,2020-11-03,1133,24,1177
1059,Surgical,2020-11-03,1004,8,1026
1060,Surgical,2020-11-04,926,14,979
1061,Diagnostic,2020-11-06,994,17,1025
1062,Therapeutic,2020-11-06,942,29,993
1063,Diagnostic,2020-11-07,994,16,1053
1064,Monitoring,2020-11-08,1002,5,1040
1065,Therapeutic,2020-11-09,1005,13,1034
1066,Therapeutic,2020-11-10,1035,15,1081
1067,Surgical,2020-11-12,967,24,1044
1068,Surgical,2020-11-12,1040,15,1102
1069,Diagnostic,2020-11-15,957,8,1000
1070,Monitoring,2020-11-16,1023,8,1090
1071,Monitoring,2020-11-16,1046,13,1127
1072,Diagnostic,2020-11-17,982,20,1051
1073,Diagnostic,2020-11-20,981,16,1012
1074,Diagnostic,2020-11-20,1029,27,1065
1075,Therapeutic,2020-11-20,1021,28,1049
1076,Therapeutic,2020-11-21,958,10,995
1077,Monitoring,2020-11-23,978,13,1006
1078,Surgical,2020-11-24,1043,19,1105
1079,Diagnostic,2020-11-25,1080,14,1109
1080,Monitoring,2020-11-25,1043,10,1098
1081,Surgical,2020-11-25,970,19,1018
1082,Diagnostic,2020-11-30,1083,9,1145
1083,Diagnostic,2020-12-03,1086,6,1126
1084,Monitoring,2020-12-03,1053,25,1083
1085,Surgical,2020-12-04,980,7,1046
1086,Surgical,2020-12-05,1080,13,1149
1087,Surgical,2020-12-06,1051,15,1109
1088,Monitoring,2020-12-06,1086,19,1144
1089,Surgical,2020-12-09,1132,23,1173
1090,Therapeutic,2020-12-10,957,21,978
1091,Monitoring,2020-12-10,1021,7,1101
1092,Therapeutic,2020-12-10,1094,10,1134
1093,Therapeutic,2020-12-10,960,20,985
1094,Surgical,2020-12-11,1119,10,1165
1095,Therapeutic,2020-12-11,1019,29,1040
1096,Diagnostic,2020-12-11,1032,16,1081
1097,Therapeutic,2020-12-12,1138,4,1211
1098,Surgical,2020-12-12,1063,13,1121
1099,Therapeutic,2020-12-15,1003,13,1057
1100,Monitoring,2020-12-15,966,8,1003
1101,Therapeutic,2020-12-15,1117,13,1202
1102,Surgical,2020-12-16,1012,17,1084
1103,Therapeutic,2020-12-16,1007,20,1083
1104,Surgical,2020-12-17,1076,27,1154
1105,Diagnostic,2020-12-17,991,6,1069
1106,Therapeutic,2020-12-18,1018,11,1044
1107,Surgical,2020-12-18,1063,22,1123
1108,Surgical,2020-12-19,1093,14,1155
1109,Diagnostic,2020-12-21,1100,5,1168
1110,Surgical,2020-12-24,1062,7,1131
1111,Diagnostic,2020-12-24,1058,17,1093
1112,Monitoring,2020-12-25,1064,18,1129
1113,Therapeutic,2020-12-25,1144,11,1214
1114,Monitoring,2020-12-25,1061,22,1090
1115,Therapeutic,2020-12-27,959,23,998
1116,Diagnostic,2020-12-29,1003,14,1069
1117,Diagnostic,2020-12-31,1057,5,1120
1118,Monitoring,2020-12-31,1184,21,1210
1119,Diagnostic,2021-01-01,985,14,1062
1120,Surgical,2021-01-01,1014,13,1050
1121,Surgical,2021-01-03,1067,8,1136
1122,Surgical,2021-01-03,1019,26,1099
1123,Monitoring,2021-01-04,1068,18,1100
1124,Therapeutic,2021-01-04,1005,11,1069
1125,Diagnostic,2021-01-05,1081,13,1136
1126,Surgical,2021-01-06,1068,12,1147
1127,Diagnostic,2021-01-07,1101,10,1183
1128,Therapeutic,2021-01-07,1032,9,1096
1129,Monitoring,2021-01-08,1049,20,1091
1130,Therapeutic,2021-01-09,1221,4,1275
1131,Diagnostic,2021-01-09,1051,23,1127
1132,Monitoring,2021-01-09,1176,17,1227
1133,Therapeutic,2021-01-09,1084,21,1137
1134,Surgical,2021-01-10,1064,19,1090
1135,Monitoring,2021-01-12,1070,12,1125
1136,Diagnostic,2021-01-13,1014,16,1086
1137,Diagnostic,2021-01-14,1104,6,1142
1138,Surgical,2021-01-14,1219,19,1278
1139,Therapeutic,2021-01-15,1133,11,1176
1140,Diagnostic,2021-01-15,1023,9,1057
1141,Monitoring,2021-01-16,1071,26,1143
1142,Surgical,2021-01-20,1063,7,1109
1143,Diagnostic,2021-01-21,1066,15,1139
1144,Diagnostic,2021-01-23,1071,16,1141
1145,Surgical,2021-01-23,1056,7,1098
1146,Surgical,2021-01-24,1142,10,1222
1147,Diagnostic,2021-01-25,1060,22,1139
1148,Monitoring,2021-01-25,1219,8,1284
1149,Diagnostic,2021-01-29,1004,25,1068
1150,Surgical,2021-01-30,1119,12,1192
1151,Surgical,2021-01-30,996,13,1064
1152,Surgical,2021-01-31,1087,12,1148
1153,Therapeutic,2021-01-31,1277,23,1309
1154,Therapeutic,2021-01-31,1145,14,1208
1155,Monitoring,2021-01-31,1053,22,1128
1156,Therapeutic,2021-02-01,1103,3,1169
1157,Surgical,2021-02-02,1145,17,1231
1158,Monitoring,2021-02-03,995,6,1065
1159,Diagnostic,2021-02-03,1057,26,1096
1160,Monitoring,2021-02-03,1233,25,1296
1161,Surgical,2021-02-03,1093,6,1139
1162,Therapeutic,2021-02-04,1060,18,1085
1163,Monitoring,2021-02-05,1188,26,1231
1164,Surgical,2021-02-06,1249,22,1336
1165,Diagnostic,2021-02-08,1150,19,1231
1166,Monitoring,2021-02-11,1203,26,1295
1167,Surgical,2021-02-12,1143,29,1172
1168,Surgical,2021-02-12,1231,6,1304
1169,Therapeutic,2021-02-13,1144,18,1191
1170,Surgical,2021-02-14,1039,26,1099
1171,Diagnostic,2021-02-15,1054,19,1102
1172,Monitoring,2021-02-16,1020,15,1055
1173,Therapeutic,2021-02-17,1092,26,1120
1174,Diagnostic,2021-02-19,1104,11,1180
1175,Surgical,2021-02-19,1239,4,1264
1176,Monitoring,2021-02-20,1209,22,1246
1177,Therapeutic,2021-02-22,1228,14,1297
1178,Surgical,2021-02-23,1124,8,1163
1179,Diagnostic,2021-02-23,1128,18,1166
1180,Diagnostic,2021-02-24,1219,12,1243
1181,Surgical,2021-02-24,1192,13,1228
1182,Therapeutic,2021-02-25,1158,4,1210
1183,Therapeutic,2021-02-26,1098,28,1175
1184,Surgical,2021-02-26,1158,10,1242
1185,Therapeutic,2021-02-28,1166,17,1193
1186,Surgical,2021-03-01,1128,28,1212
